DATA;COMUNE;LOCALITA';LAT;LONG;TIPOLOGIA;CODICE COL;PROV;ANNO
2022-08-14;Lesina;;41.889444;15.531111;Canneto;Giallo;FOGGIA;2022
2022-08-15;Vieste;lungomare enrico mattei;41.861944;16.173889;Canneto;Giallo;FOGGIA;2022
2022-08-15;Lesina;Fortore - coppa mezzanella;41.852222;15.262222;Bosco;Arancione;FOGGIA;2022
2022-08-15;Lesina;;41.893333;15.523056;Canneto;Giallo;FOGGIA;2022
2022-08-15;Lesina;mascione- canale lauro;41.89;15.53;Canneto;Giallo;FOGGIA;2022
2022-08-16;Lesina;Fiume Lauro;41.887752;15.533405;Canneto;Giallo;FOGGIA;2022
2022-08-17;Chieuti;Vaccareccia;41.893889;15.139722;Macchia;Arancione;FOGGIA;2022
2022-08-18;Carpino;Via santa croce;41.846;15.853889;Macchia;Arancione;FOGGIA;2022
2022-08-18;Lesina;Canale Morto;41.912777;15.299982;Canneto;Giallo;FOGGIA;2022
2022-08-18;Lesina;Via Vecchia S. Nazario;41.856361;15.364278;Canneto;Giallo;FOGGIA;2022
2022-08-19;Serracapriola;Montesecco;41.801976;15.138905;Canneto;Giallo;FOGGIA;2022
2022-08-20;San Paolo di Civitate;via Ripalta;41.775544;15.236004;Bosco;Arancione;FOGGIA;2022
2022-08-20;Sant'Agata di Puglia;Monte Croce;41.150566;15.388196;Bosco;Arancione;FOGGIA;2022
2022-08-20;Castelnuovo della Daunia;C.da Squadrilli;41.595;15.187861;Canneto;Giallo;FOGGIA;2022
2022-08-21;Biccari;Serra Italiana;41.39145;15.21475;Bosco;Arancione;FOGGIA;2022
2022-08-22;San Marco in Lamis;SS272   presso Borgo Celano;41.700278;15.673611;Macchia;Arancione;FOGGIA;2022
2022-08-25;Orsara di Puglia;Monte Calvello;41.278306;15.2057;Bosco;Arancione;FOGGIA;2022
2022-08-27;Castelluccio Valmaggiore;Bacino;41.351937;15.189715;Bosco;Arancione;FOGGIA;2022
2022-08-28;Chieuti;SS 16 - km 613;41.914167;15.212222;Macchia;Arancione;FOGGIA;2022
2022-09-06;San Nicandro Garganico;padula;41.903722;15.573889;Canneto;Giallo;FOGGIA;2022
2022-09-07;Serracapriola;monacesca;41.830474;15.191569;Macchia;Arancione;FOGGIA;2022
2022-09-08;Lesina;SP 35;41.893587;15.336445;Canneto;Giallo;FOGGIA;2022
2022-09-10;Manfredonia;Oasi lago Salso;41.544;15.863;Canneto;Giallo;FOGGIA;2022
2022-09-12;Sant'Agata di Puglia;Accinta;41.141376;15.410177;Macchia;Arancione;FOGGIA;2022
2022-09-13;Manfredonia;Lago Salso;41.453287;15.804839;Canneto;Giallo;FOGGIA;2022
2022-09-13;San Nicandro Garganico;Canale Vallone;41.885472;15.526111;Canneto;Giallo;FOGGIA;2022
2022-09-14;Peschici;Coppa la Macchia;41.90176;16.048417;Canneto;Giallo;FOGGIA;2022
2022-09-16;San Nicandro Garganico;ponte tre canali - riserva naturale;41.903127;15.571005;Canneto;Giallo;FOGGIA;2022
2022-09-16;San Nicandro Garganico;villa comunale;41.837722;15.561111;Canneto;Giallo;FOGGIA;2022
2022-09-17;Peschici;Strada Peschici- Vieste, Coppa la macchia;41.904528;16.0495;Macchia;Arancione;FOGGIA;2022
2022-09-17;San Nicandro Garganico;ponte tre canali;41.902425;15.581986;Canneto;Giallo;FOGGIA;2022
2022-09-24;Serracapriola;Contrada Ciavatta;41.77472;15.178833;Macchia;Arancione;FOGGIA;2022
2022-09-28;San Nicandro Garganico;vicinanze consorzio di bonifica;41.895;15.562222;Canneto;Giallo;FOGGIA;2022
2022-10-07;Deliceto;piano zito - SP 136 km8;41.196889;15.401222;Bosco;Arancione;FOGGIA;2022
2021-01-22;Ischitella;Canale del Consorzio - foce varano;41.917722;15.794444;Bosco;Arancione;FOGGIA;2021
2021-03-26;Peschici;SC Coppa della Macchia;41.899722;16.046667;Bosco;Arancione;FOGGIA;2021
2021-04-01;Mattinata;;41.741944;16.135778;Bosco;Arancione;FOGGIA;2021
2021-04-03;Rocchetta Sant'Antonio;Cimitero;41.103472;15.472861;Bosco;Arancione;FOGGIA;2021
2021-04-12;Carpino;da monte sant'angelo a carpino - loc. Falcare monte santa croce;41.759444;15.955278;Macchia;Arancione;FOGGIA;2021
2021-04-26;Monte Sant'Angelo;Stintichiello sp monte mattinata 7km da monte;41.699389;16.008028;Bosco;Arancione;FOGGIA;2021
2021-05-01;Monte Sant'Angelo;VALMMIONE;41.777194;15.940694;Bosco;Arancione;FOGGIA;2021
2021-05-09;Monte Sant'Angelo;Madonna degli Angeli;41.711111;15.920278;Bosco;Arancione;FOGGIA;2021
2021-05-16;Monte Sant'Angelo;madonna degli angeli sp;41.711389;15.939444;Bosco;Arancione;FOGGIA;2021
2021-05-26;Vieste;s. felice;41.830306;16.186833;Bosco;Arancione;FOGGIA;2021
2021-05-28;Monte Sant'Angelo;TEST - Addestramento AIB;41.811306;16.016722;Bosco;Arancione;FOGGIA;2021
2021-05-29;Lesina;San Nazario;41.855833;15.365;Canneto;Giallo;FOGGIA;2021
2021-05-29;Celle di San Vito;Cimitero - Zona Ferraglia;41.322278;15.184917;Macchia;Arancione;FOGGIA;2021
2021-05-29;Vieste;pugno chiuso, sp 53 km 27;41.796056;16.168861;Bosco;Arancione;FOGGIA;2021
2021-06-03;Monte Sant'Angelo;valle degli Eremi;41.669722;15.909167;Macchia;Arancione;FOGGIA;2021
2021-06-03;Mattinata;montelci;41.726389;16.085667;Macchia;Arancione;FOGGIA;2021
2021-06-03;Lucera;san pasquale villa comunale;41.514167;15.33;Bosco;Arancione;FOGGIA;2021
2021-06-05;Lucera;Boschetto;41.514444;15.33;Bosco;Arancione;FOGGIA;2021
2021-06-05;Manfredonia;Via Enzo Ferraris - Azienda Rifiuti;41.600278;15.856667;Macchia;Arancione;FOGGIA;2021
2021-06-13;Manfredonia;siponto caseificio dei pini;41.580444;15.878028;Canneto;Giallo;FOGGIA;2021
2021-06-13;Vico del Gargano;calenella;41.920556;15.973222;Bosco;Arancione;FOGGIA;2021
2021-06-14;Manfredonia;Lago Salso;41.547444;15.888889;Canneto;Giallo;FOGGIA;2021
2021-06-14;Carpino;Eucachinetto;41.863611;15.874167;Bosco;Arancione;FOGGIA;2021
2021-06-16;Vico del Gargano;Passarella;41.913083;15.962972;Bosco;Arancione;FOGGIA;2021
2021-06-16;Vieste;ss 89 vieste - mattinata ca. 4 km da vieste;41.83025;16.122806;Bosco;Arancione;FOGGIA;2021
2021-06-17;Lesina;Coppa di Moccio;41.853;15.357972;Canneto;Giallo;FOGGIA;2021
2021-06-18;Ascoli Satriano;SP 91 incrocio  SP 82;41.112056;15.803167;Macchia;Arancione;FOGGIA;2021
2021-06-18;Vico del Gargano;Passerella;41.929667;15.963611;Bosco;Arancione;FOGGIA;2021
2021-06-21;Lucera;TORRENTE VULGANO;41.466361;15.416194;Canneto;Giallo;FOGGIA;2021
2021-06-24;Foggia;bosco incoronata;41.362472;15.582806;Bosco;Arancione;FOGGIA;2021
2021-06-25;Peschici;Zona 167;41.939722;16.021111;Macchia;Arancione;FOGGIA;2021
2021-06-27;Peschici;sp 52 manaccora tra km 17 e 18;41.934167;16.053083;Bosco;Arancione;FOGGIA;2021
2021-06-27;Manfredonia;Tenuta S.Lucia SS89;41.578111;15.77625;Macchia;Arancione;FOGGIA;2021
2021-06-27;Cerignola;s.p. 77 km 7;41.429222;15.913778;Canneto;Verde;FOGGIA;2021
2021-06-27;San Marco la Catola;Piano del Pozzo;41.499111;15.007111;Bosco;Arancione;FOGGIA;2021
2021-06-27;Poggio Imperiale;Masseria Pignatelli;41.829722;15.391667;Canneto;Giallo;FOGGIA;2021
2021-06-28;Serracapriola;s.agata di tremiti;41.866111;15.213056;Bosco;Arancione;FOGGIA;2021
2021-06-29;Manfredonia;Siponto Contrada  - capparelli;41.603139;15.880694;Canneto;Giallo;FOGGIA;2021
2021-06-29;Vieste;via spadolini;41.876917;16.172472;Canneto;Giallo;FOGGIA;2021
2021-06-29;Chieuti;Campo di Bove;41.888333;15.190306;Bosco;Arancione;FOGGIA;2021
2021-06-29;Rignano Garganico;Iancullia ss272 Stignano;41.710444;15.550694;Bosco;Arancione;FOGGIA;2021
2021-06-29;Serracapriola;Capodacqua;41.861944;15.198833;Bosco;Arancione;FOGGIA;2021
2021-06-30;Ischitella;Piano Verde;41.904222;15.860028;Bosco;Arancione;FOGGIA;2021
2021-07-02;Ascoli Satriano;San Carlo;41.113889;15.725556;Macchia;Arancione;FOGGIA;2021
2021-07-04;Ischitella;PARCO DELLA CHIESA (PRESSO CIMITERO);41.893972;15.908889;Bosco;Arancione;FOGGIA;2021
2021-07-05;Foggia;Bosco incoronata;41.389194;15.636028;Bosco;Arancione;FOGGIA;2021
2021-07-05;San Paolo di Civitate;;41.807694;15.266583;Bosco;Arancione;FOGGIA;2021
2021-07-05;Poggio Imperiale;coppa montoro - sp 37;41.845556;15.371194;Canneto;Arancione;FOGGIA;2021
2021-07-07;Ascoli Satriano;sp 88;41.205583;15.589278;Macchia;Arancione;FOGGIA;2021
2021-07-09;Lesina;Bosco Cerasella sp 31 Ripalta San Paolo Civ;41.840556;15.258333;Bosco;Arancione;FOGGIA;2021
2021-07-09;Ascoli Satriano;Sp 88 ascoli satriano stornarella;41.113361;15.796917;Canneto;Giallo;FOGGIA;2021
2021-07-09;San Paolo di Civitate;Vallone Chiagnemamma;41.785694;15.291833;Canneto;Giallo;FOGGIA;2021
2021-07-10;Cagnano Varano;Trigno;41.881389;15.654722;Macchia;Arancione;FOGGIA;2021
2021-07-11;San Nicandro Garganico;Canale Lauro;41.884167;15.535833;Canneto;Giallo;FOGGIA;2021
2021-07-11;San Paolo di Civitate;SP142 - dir. Serracapriola - ischia;41.730278;15.207222;Macchia;Arancione;FOGGIA;2021
2021-07-12;Vico del Gargano;contrada tarallo;41.900806;15.983056;Bosco;Arancione;FOGGIA;2021
2021-07-12;Lesina;Tre Ponti Canali / Metilde;41.9035;15.57075;Macchia;Arancione;FOGGIA;2021
2021-07-13;Vico del Gargano;Contrada Mannarelle a 2km verso Ischitella;41.890833;15.935222;Bosco;Rosso;FOGGIA;2021
2021-07-13;Vico del Gargano;SAN MENAIO MARZINI;41.934778;15.958889;Bosco;Arancione;FOGGIA;2021
2021-07-13;San Nicandro Garganico;Monte Vergine;41.839667;15.545278;Macchia;Arancione;FOGGIA;2021
2021-07-13;Chieuti;Campo di Bove;41.851278;15.190667;Bosco;Arancione;FOGGIA;2021
2021-07-13;Cagnano Varano;Tudisco/Masseria Iannone;41.831028;15.739222;Bosco;Arancione;FOGGIA;2021
2021-07-14;Biccari;biccari roseto sp129 a 3km;41.395028;15.163972;Macchia;Arancione;FOGGIA;2021
2021-07-15;San Paolo di Civitate;contrada coppa di rose c/o Canalone;41.806444;15.255667;Bosco;Arancione;FOGGIA;2021
2021-07-15;Deliceto;presso Santuario della Consolazione;41.22675;15.432778;Bosco;Arancione;FOGGIA;2021
2021-07-22;Apricena;mass. caso;41.812056;15.438917;Macchia;Arancione;FOGGIA;2021
2021-07-22;Foggia;San Camillo;41.414;15.460833;Macchia;Arancione;FOGGIA;2021
2021-07-23;Lesina;SP 41 BIS;41.855833;15.269444;Canneto;Giallo;FOGGIA;2021
2021-07-23;Vico del Gargano;Torrione;41.869722;15.982778;Macchia;Arancione;FOGGIA;2021
2021-07-24;Lesina;Rif. IGM LÓuro;41.891944;15.524444;Canneto;Giallo;FOGGIA;2021
2021-07-25;San Paolo di Civitate;coppa delle rose;41.805694;15.265833;Bosco;Arancione;FOGGIA;2021
2021-07-25;Lucera;Borgo D'aloi;41.508056;15.3125;Canneto;Giallo;FOGGIA;2021
2021-07-25;Stornarella;via Siracusa;41.253889;15.720444;Canneto;Giallo;FOGGIA;2021
2021-07-26;Cagnano Varano;Masseria del Trigno-Casino di Forchetta;41.885;15.654722;Macchia;Arancione;FOGGIA;2021
2021-07-26;Torremaggiore;Piano della Cappella;41.691;15.14425;Macchia;Arancione;FOGGIA;2021
2021-07-27;San Nicandro Garganico;Mascione - canale Lauro;41.889167;15.531389;Canneto;Giallo;FOGGIA;2021
2021-07-28;Peschici;localita Moresca;41.922;16.004111;Macchia;Arancione;FOGGIA;2021
2021-07-28;Biccari;Toppo San Marco;41.402333;15.2;Macchia;Arancione;FOGGIA;2021
2021-07-30;Serracapriola;Serracapriola FG;41.822278;15.175306;Macchia;Arancione;FOGGIA;2021
2021-07-30;Candela;Pietralunga - torrente San Gennaro;41.120389;15.497139;Canneto;Giallo;FOGGIA;2021
2021-07-30;Ischitella;SAN ROCCO - Depuratore;41.906111;15.886111;Macchia;Arancione;FOGGIA;2021
2021-07-31;Lesina;Nei pressi Villaggio Albatros;41.908056;15.324722;Macchia;Arancione;FOGGIA;2021
2021-07-31;Serracapriola;strada per monte secco;41.824444;15.176667;Bosco;Arancione;FOGGIA;2021
2021-08-01;Sant'Agata di Puglia;Monte Ultrino;41.1625;15.387222;Bosco;Arancione;FOGGIA;2021
2021-08-01;Chieuti;Vaccareccia;41.899333;15.136611;Canneto;Giallo;FOGGIA;2021
2021-08-01;Bovino;monte cocullo (ex S.S. 90 localitÓ Le Querce);41.255528;15.306222;Bosco;Arancione;FOGGIA;2021
2021-08-01;Poggio Imperiale;SP37;41.839444;15.360917;Canneto;Giallo;FOGGIA;2021
2021-08-01;Ascoli Satriano;castello;41.205583;15.558833;Bosco;Arancione;FOGGIA;2021
2021-08-01;Vieste;l.ta mandrione sp89;41.848417;16.124861;Bosco;Arancione;FOGGIA;2021
2021-08-02;Carpino;Varisce;41.867167;15.857556;Bosco;Arancione;FOGGIA;2021
2021-08-02;San Marco la Catola;M.TE CALVO;41.514583;14.975222;Bosco;Arancione;FOGGIA;2021
2021-08-02;Bovino;SERRA DEL VENTO - cimitero;41.25925;15.358028;Bosco;Arancione;FOGGIA;2021
2021-08-03;Bovino;S.Oronzo;41.243111;15.386472;Bosco;Arancione;FOGGIA;2021
2021-08-03;Sant'Agata di Puglia;cda Carlino;41.129222;15.285639;Macchia;Arancione;FOGGIA;2021
2021-08-03;Ascoli Satriano;castello ducale;41.2075;15.559389;Bosco;Arancione;FOGGIA;2021
2021-08-03;Vico del Gargano;Maddalena;41.887222;15.944417;Macchia;Arancione;FOGGIA;2021
2021-08-05;Carpino;Poggio pastromele - via scalabrini;41.853083;15.85025;Bosco;Arancione;FOGGIA;2021
2021-08-06;Orsara di Puglia;Le Querce;41.266056;15.335278;Bosco;Arancione;FOGGIA;2021
2021-08-06;San Giovanni Rotondo;Coppa Cicuta;41.692139;15.695083;Macchia;Verde;FOGGIA;2021
2021-08-07;Cagnano Varano;vallone dello strascino;41.795472;15.782194;Bosco;Arancione;FOGGIA;2021
2021-08-07;Ischitella;passo di scarcafarina;41.877611;15.864417;Macchia;Arancione;FOGGIA;2021
2021-08-08;Chieuti;Bivento;41.845194;15.14225;Macchia;Arancione;FOGGIA;2021
2021-08-08;Faeto;S. Salvatore;41.329444;15.156944;Macchia;Arancione;FOGGIA;2021
2021-08-08;Volturino;Fontana LibertÓ;41.487111;15.121861;Bosco;Arancione;FOGGIA;2021
2021-08-08;Monte Sant'Angelo;Pulsano - Abazia Santa Maria di Pulsano;41.677222;15.906444;Macchia;Arancione;FOGGIA;2021
2021-08-08;Biccari;S.P. 129 Biccari - Roseto / localitÓ Bufolara;41.395;15.165;Bosco;Arancione;FOGGIA;2021
2021-08-09;Orsara di Puglia;"Albergo ristorante ""LE QUERCE"" - Loc. Cervellino";41.265861;15.334944;Bosco;Arancione;FOGGIA;2021
2021-08-10;Volturino;Bosco di Marano;41.462389;15.153667;Bosco;Arancione;FOGGIA;2021
2021-08-10;Volturino;bOSCO MARANO;41.463528;15.154278;Bosco;Arancione;FOGGIA;2021
2021-08-11;Vico del Gargano;Crepacore;41.8825;15.954167;Bosco;Arancione;FOGGIA;2021
2021-08-11;Castelluccio Valmaggiore;SP 125 Fondo Valle;41.364167;15.238889;Canneto;Giallo;FOGGIA;2021
2021-08-11;Castelluccio Valmaggiore;vicinanze polli / fotovoltaico;41.364167;15.238889;Canneto;Giallo;FOGGIA;2021
2021-08-12;Roseto Valfortore;Serra Montanara;41.370306;15.096111;Macchia;Arancione;FOGGIA;2021
2021-08-13;Rocchetta Sant'Antonio;SP99 Strada Provinciale Rocchetta-Candela 71020 Rocchetta Sant\'Antonio;41.099194;15.468333;Bosco;Arancione;FOGGIA;2021
2021-08-14;Roseto Valfortore;Monte S. Chirico;41.344944;15.141444;Bosco;Arancione;FOGGIA;2021
2021-08-15;Volturino;Bosco Marano;41.463333;15.156333;Bosco;Arancione;FOGGIA;2021
2021-08-15;Lesina;bosco Cerasella;41.839833;15.25375;Bosco;Arancione;FOGGIA;2021
2021-08-16;Faeto;Difesa;41.320556;15.154444;Bosco;Arancione;FOGGIA;2021
2021-08-16;Celenza Valfortore;Cimitero;41.557167;14.986278;Macchia;Arancione;FOGGIA;2021
2021-08-16;Carpino;"""Valle di Pilo""";41.829833;15.818917;Macchia;Arancione;FOGGIA;2021
2021-08-16;Faeto;Monte Cornacchia;41.352;15.156111;Bosco;Arancione;FOGGIA;2021
2021-08-16;Volturino;bosco Marano;41.463333;15.156333;Bosco;Arancione;FOGGIA;2021
2021-08-16;Cerignola;Madonna di Ripalta;41.172278;15.914972;Bosco;Arancione;FOGGIA;2021
2021-08-17;Foggia;BORGO INCORONATA;41.379444;15.639722;Bosco;Arancione;FOGGIA;2021
2021-08-17;Lesina;Coppa Mezzanella;41.848056;15.260833;Bosco;Arancione;FOGGIA;2021
2021-08-17;Faeto;Monte dei Tauri;41.304667;15.156667;Macchia;Arancione;FOGGIA;2021
2021-08-17;Monteleone di Puglia;Cesinella;41.1975;15.263056;Bosco;Arancione;FOGGIA;2021
2021-08-18;Biccari;;41.407694;15.251;Canneto;Giallo;FOGGIA;2021
2021-08-19;Lucera;zona cimitero;41.518083;15.334778;Bosco;Arancione;FOGGIA;2021
2021-08-20;Lucera;Zona Cimitero;41.517222;15.338056;Bosco;Arancione;FOGGIA;2021
2021-08-21;Lucera;Nei pressi del Castello, Strada per Pietra Montecorvino;41.507833;15.321694;Bosco;Arancione;FOGGIA;2021
2021-08-21;San Severo;Ponte di Chieuti tra Ripalta e San Severo;41.857417;15.266667;Bosco;Arancione;FOGGIA;2021
2021-08-22;Serracapriola;V.ne Pisciariello;41.822778;15.183611;Bosco;Arancione;FOGGIA;2021
2021-08-22;Lucera;;41.55425;15.312806;Canneto;Giallo;FOGGIA;2021
2021-08-22;Alberona;Bosco Mezzana;41.46325;15.178194;Bosco;Arancione;FOGGIA;2021
2021-08-23;Lesina;ZURRONE - MARINA DI LESINA;41.894;15.320972;Canneto;Giallo;FOGGIA;2021
2021-08-23;Biccari;canale Vulganello;41.4295;15.213778;Bosco;Arancione;FOGGIA;2021
2021-08-23;Monteleone di Puglia;;41.158722;15.240417;Macchia;Arancione;FOGGIA;2021
2021-08-25;Foggia;bosco incoronata;41.3985;15.650389;Bosco;Arancione;FOGGIA;2021
2021-08-27;Lucera;Villa Comunale - zona San Pasquale;41.514028;15.328111;Bosco;Arancione;FOGGIA;2021
2021-08-31;Vieste;Monticello-Valle della Menta;41.896667;16.108333;Macchia;Arancione;FOGGIA;2021
2021-09-04;Casalvecchio di Puglia;coppa rinnegata;41.587361;15.097833;Macchia;Arancione;FOGGIA;2021
2021-09-04;Castelnuovo della Daunia;casone romano;41.562139;15.121111;Bosco;Arancione;FOGGIA;2021
2021-09-08;Celle di San Vito;masseria Bolognone;41.307972;15.191028;Macchia;Arancione;FOGGIA;2021
2021-09-09;Chieuti;Maresca;41.873611;15.191667;Bosco;Arancione;FOGGIA;2021
2021-09-13;Sant'Agata di Puglia;SP 100 - km 6 - strada per scampitella;41.103611;15.346472;Bosco;Arancione;FOGGIA;2021
2021-09-14;Pietramontecorvino;PISCIARELLO - VIA SCULTORE;41.541806;15.124167;Bosco;Arancione;FOGGIA;2021
2021-09-14;Vieste;Le Mezzane;41.898417;16.134111;Canneto;Giallo;FOGGIA;2021
2021-09-15;Lesina;Marina di Lesina - SC Rivolta 1;41.908528;15.300806;Canneto;Giallo;FOGGIA;2021
2021-09-16;Orsara di Puglia;cda Montemaggiore;41.292722;15.274889;Bosco;Arancione;FOGGIA;2021
2021-09-16;Bovino;Antica Chiesa San Lorenzo;41.29375;15.438889;Macchia;Arancione;FOGGIA;2021
2021-09-16;Alberona;via delle vigne;41.447778;15.143056;Bosco;Arancione;FOGGIA;2021
2021-09-20;Serracapriola;Acqua Rotta;41.917;15.310556;Bosco;Arancione;FOGGIA;2021
2021-09-21;Cagnano Varano;LOC. LA BATTERIA;41.907222;15.684389;Canneto;Giallo;FOGGIA;2021
2021-09-23;Orsara di Puglia;Lama dei Buoi;41.286667;15.242694;Bosco;Arancione;FOGGIA;2021
2021-09-23;Ascoli Satriano;bosco castello;41.204917;15.554417;Bosco;Arancione;FOGGIA;2021
2021-09-24;Accadia;Vallone Accadia;41.199194;15.327167;Macchia;Arancione;FOGGIA;2021
2021-09-24;Sant'Agata di Puglia;piano della vigna;41.138667;15.366333;Bosco;Arancione;FOGGIA;2021
2021-09-25;Serracapriola;Pineta Longara;41.915028;15.310611;Bosco;Arancione;FOGGIA;2021
2021-09-26;Bovino;Mezzana;41.269083;15.372639;Macchia;Arancione;FOGGIA;2021
2021-09-27;Cagnano Varano;Camping Il Rancho Capoiale;41.910361;15.691639;Canneto;Giallo;FOGGIA;2021
2021-09-27;Sant'Agata di Puglia;Serra Pozzillo - SP 100;41.130972;15.330667;Bosco;Arancione;FOGGIA;2021
2021-09-29;Deliceto;Candela- Deliceto  Torrente carapelle c/o Masseria Giardino;41.170611;15.503417;Canneto;Giallo;FOGGIA;2021
2021-09-29;Sant'Agata di Puglia;SERRA POZZILLO;41.131389;15.330694;Bosco;Arancione;FOGGIA;2021
2021-10-03;Serracapriola;tra pineta marinelle e foce fortore;41.917;15.267861;Macchia;Arancione;FOGGIA;2021
2021-10-03;Volturino;volpe;41.467972;15.139639;Bosco;Arancione;FOGGIA;2021
2021-10-03;Carlantino;masseria del Maresciallo;41.608111;15.022917;Bosco;Arancione;FOGGIA;2021
2021-10-03;Volturino;pozzo del bosco;41.477222;15.103056;Bosco;Arancione;FOGGIA;2021
2021-10-03;Volturino;SS 17 svincolo motta m.;41.494556;15.153778;Bosco;Arancione;FOGGIA;2021
2021-10-05;Serracapriola;Longara;41.916139;15.307944;Bosco;Arancione;FOGGIA;2021
2021-10-05;Chieuti;Cimitero SP 44;41.834194;15.165139;Bosco;Arancione;FOGGIA;2021
2021-10-05;Cagnano Varano;Madonnina - Cutino Rosso;41.801944;15.7225;Bosco;Arancione;FOGGIA;2021
2021-10-06;San Giovanni Rotondo;vicinanze ristorante la pineta;41.707444;15.793611;Macchia;Arancione;FOGGIA;2021
2021-11-21;Vico del Gargano;Pasenaccio;41.918806;15.972667;Bosco;Arancione;FOGGIA;2021
2021-12-14;Vico del Gargano;San Menaio via del Carbonaro;41.929472;15.954861;Bosco;Arancione;FOGGIA;2021
2020-02-22;San Giovanni Rotondo;Grugnale - pizzeria Glam;41.696389;15.680806;Bosco;Arancione;FOGGIA;2020
2020-02-23;San Giovanni Rotondo;sp 272 S.G. Rotondo - Monte Sant'Angelo - laghetto di pantano;41.711111;15.798889;Canneto;Giallo;FOGGIA;2020
2020-03-03;Ischitella;cda Monte Grande;41.892667;15.923278;Bosco;Arancione;FOGGIA;2020
2020-04-02;Lesina;Schiapparo;41.879444;15.548333;Canneto;Arancione;FOGGIA;2020
2020-04-10;Vico del Gargano;cda Fucito SP 528;41.8875;15.963333;Macchia;Arancione;FOGGIA;2020
2020-04-11;Vieste;Lungomare Mattei;41.880417;16.175917;Canneto;Giallo;FOGGIA;2020
2020-04-18;Monte Sant'Angelo;Marguara;41.816667;15.992167;Bosco;Arancione;FOGGIA;2020
2020-05-04;Monte Sant'Angelo;zona Ospedale;41.706972;15.970417;Bosco;Arancione;FOGGIA;2020
2020-05-22;Mattinata;Gravaglione;41.687083;16.041861;Macchia;Arancione;FOGGIA;2020
2020-06-04;San Nicandro Garganico;San Giuseppe-Caprinella;41.818083;15.562528;Macchia;Arancione;FOGGIA;2020
2020-06-13;Ascoli Satriano;Bosco Tamariceto;41.27;15.511111;Bosco;Arancione;FOGGIA;2020
2020-06-14;Poggio Imperiale;canale vallone;41.838389;15.361778;Canneto;Giallo;FOGGIA;2020
2020-06-15;Poggio Imperiale;Via Duca d'Aosta - Canale dell'Elce;41.826389;15.360556;Canneto;Giallo;FOGGIA;2020
2020-06-18;San Severo;tra Mass. Filiasi e C.da Saracino;41.772694;15.358222;Canneto;Giallo;FOGGIA;2020
2020-06-23;Cagnano Varano;C.da Zappinello;41.909611;15.701139;Canneto;Giallo;FOGGIA;2020
2020-06-23;Peschici;Coppa della Nuvola;41.919444;16.035833;Bosco;Arancione;FOGGIA;2020
2020-06-23;Cagnano Varano;Galleria super strada;41.836;15.735944;Canneto;Verde;FOGGIA;2020
2020-06-24;Carpino;sp 51 km 2;41.853889;15.862778;Bosco;Arancione;FOGGIA;2020
2020-06-25;Torremaggiore;Grottavecchia - I Fari;41.7165;15.157056;Canneto;Giallo;FOGGIA;2020
2020-06-26;Castelluccio dei Sauri;La VeritÓ - Ponte Rotto;41.320917;15.475111;Bosco;Arancione;FOGGIA;2020
2020-06-27;Bovino;Mezzana Pilone;41.270028;15.379611;Bosco;Arancione;FOGGIA;2020
2020-06-27;Biccari;contrada taregola;41.405833;15.208583;Canneto;Giallo;FOGGIA;2020
2020-06-28;Ascoli Satriano;monte carpinelli;41.1985;15.561583;Bosco;Arancione;FOGGIA;2020
2020-06-28;Apricena;ristorante l'incoronata;41.804972;15.434722;Macchia;Arancione;FOGGIA;2020
2020-06-29;Vieste;Salerno / macinino;41.850889;16.121722;Macchia;Arancione;FOGGIA;2020
2020-06-29;Ischitella;ex discarica c/o poggio sfaiella;41.912472;15.875583;Canneto;Giallo;FOGGIA;2020
2020-06-30;Carpino;STRADA PER CAGNANO VARANO;41.869361;15.855389;Macchia;Arancione;FOGGIA;2020
2020-07-01;Vieste;Macinino;41.850917;16.121722;Bosco;Arancione;FOGGIA;2020
2020-07-01;Poggio Imperiale;canale la Fara;41.833333;15.332861;Canneto;Giallo;FOGGIA;2020
2020-07-08;Manfredonia;Lago salso-Lido zellina;41.55025;15.889194;Canneto;Giallo;FOGGIA;2020
2020-07-08;Ischitella;Forchione;41.892806;15.871944;Bosco;Arancione;FOGGIA;2020
2020-07-09;Vico del Gargano;Dal convento verso Calenella;41.911944;15.976111;Bosco;Arancione;FOGGIA;2020
2020-07-10;Rodi Garganico;Strada Comunale Croce intersezione con SP 51 BIS;41.921444;15.890306;Bosco;Arancione;FOGGIA;2020
2020-07-12;Peschici;Monte Pucci;41.940083;15.999833;Bosco;Arancione;FOGGIA;2020
2020-07-13;Vieste;Lama le Botti;41.897306;16.089917;Bosco;Arancione;FOGGIA;2020
2020-07-14;Biccari;Canale di Vulgano;41.4275;15.277778;Canneto;Giallo;FOGGIA;2020
2020-07-15;Biccari;Casalini;41.408389;15.190333;Bosco;Arancione;FOGGIA;2020
2020-07-15;Accadia;Agata delle Noci;41.187694;15.322889;Macchia;Arancione;FOGGIA;2020
2020-07-16;Carpino;Monte Vernone;41.8185;15.858306;Bosco;Arancione;FOGGIA;2020
2020-07-21;Zapponeta;s.evito;41.445694;15.953861;Canneto;Arancione;FOGGIA;2020
2020-07-21;Ischitella;Foce Varano;41.913;15.795472;Canneto;Giallo;FOGGIA;2020
2020-07-21;Manfredonia;Conte di Troia;41.610556;15.867111;Bosco;Arancione;FOGGIA;2020
